DDI-DrugBank.d481.s0|82-86|EMCYT|brand
DDI-MedLine.d136.s4|35-42|solvents|group
DDI-MedLine.d136.s7|195-198|easy|brand
DDI-DrugBank.d274.s0|29-38|dobutamine|drug
DDI-DrugBank.d274.s2|57-66|dobutamine|drug
DDI-DrugBank.d274.s2|72-84|nitroprusside|drug
DDI-DrugBank.d274.s3|72-81|dobutamine|drug
DDI-DrugBank.d274.s3|165-174|furosemide|drug
DDI-DrugBank.d274.s3|177-190|spironolactone|drug
DDI-DrugBank.d274.s3|193-201|lidocaine|drug
DDI-DrugBank.d274.s3|225-234|isosorbide|drug
DDI-DrugBank.d274.s3|247-254|morphine|drug
DDI-DrugBank.d274.s3|257-264|atropine|drug
DDI-DrugBank.d274.s3|267-273|heparin|drug
DDI-DrugBank.d274.s3|276-284|protamine|drug
DDI-DrugBank.d274.s3|287-295|potassium|drug
DDI-DrugBank.d274.s3|323-335|acetaminophen|drug
DDI-DrugBank.d765.s0|0-5|CYP3A4|brand
DDI-DrugBank.d765.s0|19-30|Ketoconazole|drug
DDI-DrugBank.d765.s0|78-83|CYP3A4|brand
DDI-DrugBank.d765.s0|135-145|tolterodine|drug
DDI-DrugBank.d765.s0|211-218|CLINICAL|brand
DDI-DrugBank.d765.s0|220-231|PHARMACOLOGY|brand
DDI-DrugBank.d765.s1|23-34|ketoconazole|drug
DDI-DrugBank.d765.s1|52-57|CYP3A4|brand
DDI-DrugBank.d765.s1|84-88|azole|drug
DDI-DrugBank.d765.s1|107-118|itraconazole|drug
DDI-DrugBank.d765.s1|121-130|miconazole|drug
DDI-DrugBank.d765.s1|163-174|erythromycin|drug
DDI-DrugBank.d765.s1|177-190|clarithromycin|drug
DDI-DrugBank.d765.s1|196-207|cyclosporine|drug
DDI-DrugBank.d765.s1|212-222|vinblastine|drug
DDI-DrugBank.d765.s1|249-254|DETROL|brand
DDI-DrugBank.d765.s1|256-257|LA|brand
DDI-DrugBank.d765.s2|55-65|tolterodine|drug
DDI-DrugBank.d202.s0|13-17|serum|group
DDI-DrugBank.d202.s0|108-117|cimetidine|drug
DDI-DrugBank.d202.s0|160-166|regimen|brand
DDI-DrugBank.d202.s1|131-135|serum|group
DDI-DrugBank.d202.s1|178-187|cimetidine|drug
DDI-DrugBank.d202.s1|210-216|regimen|brand
DDI-DrugBank.d202.s2|47-51|serum|group
DDI-DrugBank.d202.s2|169-178|cimetidine|drug
DDI-DrugBank.d202.s3|63-72|cimetidine|drug
DDI-DrugBank.d202.s3|106-110|serum|group
DDI-DrugBank.d202.s3|171-181|cime-tidine|drug
DDI-DrugBank.d202.s4|4-14|therapeutic|brand
DDI-DrugBank.d202.s4|96-105|cimetidine|drug
DDI-DrugBank.d202.s6|117-129|nortriptyline|drug
DDI-DrugBank.d202.s6|137-146|fluoxetine|drug
DDI-DrugBank.d202.s7|0-9|Fluoxetine|drug
DDI-DrugBank.d202.s8|18-26|reserpine|drug
DDI-DrugBank.d202.s9|73-85|nortriptyline|drug
DDI-DrugBank.d202.s10|52-58|alcohol|brand
DDI-DrugBank.d202.s11|21-28|P450IID6|brand
DDI-DrugBank.d202.s11|31-31|A|brand
DDI-DrugBank.d202.s11|120-126|enzymes|group
DDI-DrugBank.d202.s11|151-154|P450|drug
DDI-DrugBank.d202.s11|166-173|P450IID6|brand
DDI-DrugBank.d202.s12|86-101|dextromethorphan|drug
DDI-DrugBank.d202.s14|136-144|serotonin|drug
DDI-DrugBank.d202.s15|88-95|P450IID6|brand
DDI-DrugBank.d202.s16|148-161|phenothiazines|group
DDI-DrugBank.d202.s16|164-176|carbamazepine|drug
DDI-DrugBank.d202.s16|188-189|1C|brand
DDI-DrugBank.d202.s16|212-222|propafenone|drug
DDI-DrugBank.d202.s16|225-234|flecainide|drug
DDI-DrugBank.d202.s16|241-249|encainide|drug
DDI-DrugBank.d202.s16|286-294|quinidine|drug
DDI-DrugBank.d283.s0|5-18|Anticoagulants|group
DDI-DrugBank.d283.s0|20-26|CAUTION|brand
DDI-DrugBank.d283.s0|28-33|SHOULD|brand
DDI-DrugBank.d283.s0|35-36|BE|brand
DDI-DrugBank.d283.s0|38-46|EXERCISED|brand
DDI-DrugBank.d283.s0|48-51|WHEN|brand
DDI-DrugBank.d283.s0|53-60|COUMARIN|drug
DDI-DrugBank.d283.s0|62-75|ANTICOAGULANTS|group
DDI-DrugBank.d283.s0|77-79|ARE|brand
DDI-DrugBank.d283.s0|81-85|GIVEN|brand
DDI-DrugBank.d283.s0|87-88|IN|brand
DDI-DrugBank.d283.s0|90-100|CONJUNCTION|brand
DDI-DrugBank.d283.s0|102-105|WITH|brand
DDI-DrugBank.d283.s0|107-112|TRICOR|brand
DDI-DrugBank.d283.s1|0-2|THE|brand
DDI-DrugBank.d283.s1|4-9|DOSAGE|brand
DDI-DrugBank.d283.s1|11-12|OF|brand
DDI-DrugBank.d283.s1|14-16|THE|brand
DDI-DrugBank.d283.s1|18-31|ANTICOAGULANTS|group
DDI-DrugBank.d283.s1|33-38|SHOULD|brand
DDI-DrugBank.d283.s1|40-41|BE|brand
DDI-DrugBank.d283.s1|43-49|REDUCED|brand
DDI-DrugBank.d283.s1|51-52|TO|brand
DDI-DrugBank.d283.s1|54-61|MAINTAIN|brand
DDI-DrugBank.d283.s1|63-65|THE|brand
DDI-DrugBank.d283.s1|67-77|PROTHROMBIN|drug
DDI-DrugBank.d283.s1|79-86|TIME/INR|brand
DDI-DrugBank.d283.s1|88-89|AT|brand
DDI-DrugBank.d283.s1|91-93|THE|brand
DDI-DrugBank.d283.s1|95-101|DESIRED|brand
DDI-DrugBank.d283.s1|103-107|LEVEL|brand
DDI-DrugBank.d283.s1|109-110|TO|brand
DDI-DrugBank.d283.s1|112-118|PREVENT|brand
DDI-DrugBank.d283.s1|120-127|BLEEDING|brand
DDI-DrugBank.d283.s1|129-141|COMPLICATIONS|brand
DDI-DrugBank.d283.s2|0-7|FREQUENT|brand
DDI-DrugBank.d283.s2|9-19|PROTHROMBIN|drug
DDI-DrugBank.d283.s2|21-28|TIME/INR|brand
DDI-DrugBank.d283.s2|30-43|DETERMINATIONS|brand
DDI-DrugBank.d283.s2|45-47|ARE|brand
DDI-DrugBank.d283.s2|49-57|ADVISABLE|brand
DDI-DrugBank.d283.s2|59-63|UNTIL|brand
DDI-DrugBank.d283.s2|65-66|IT|brand
DDI-DrugBank.d283.s2|68-70|HAS|brand
DDI-DrugBank.d283.s2|72-75|BEEN|brand
DDI-DrugBank.d283.s2|77-86|DEFINITELY|brand
DDI-DrugBank.d283.s2|88-97|DETERMINED|brand
DDI-DrugBank.d283.s2|99-102|THAT|brand
DDI-DrugBank.d283.s2|104-106|THE|brand
DDI-DrugBank.d283.s2|108-118|PROTHROMBIN|drug
DDI-DrugBank.d283.s2|120-127|TIME/INR|brand
DDI-DrugBank.d283.s2|129-131|HAS|brand
DDI-DrugBank.d283.s2|133-142|STABILIZED|brand
DDI-DrugBank.d283.s3|50-55|TRICOR|brand
DDI-DrugBank.d283.s4|99-104|TRICOR|brand
DDI-DrugBank.d283.s5|0-11|Cyclosporine|drug
DDI-DrugBank.d283.s5|22-33|cyclosporine|drug
DDI-DrugBank.d283.s5|80-89|creatinine|drug
DDI-DrugBank.d283.s5|114-118|serum|group
DDI-DrugBank.d283.s5|120-129|creatinine|drug
DDI-DrugBank.d283.s5|220-225|TRICOR|brand
DDI-DrugBank.d283.s6|32-37|TRICOR|brand
DDI-DrugBank.d283.s8|83-93|fenofibrate|drug
DDI-DrugBank.d283.s8|149-151|CYP|brand
DDI-DrugBank.d283.s8|154-157|P450|drug
DDI-DrugBank.d283.s8|168-173|CYP3A4|brand
DDI-DrugBank.d283.s8|176-181|CYP2D6|brand
DDI-DrugBank.d283.s8|184-189|CYP2E1|brand
DDI-DrugBank.d283.s8|195-200|CYP1A2|brand
DDI-DrugBank.d283.s9|28-34|CYP2C19|brand
DDI-DrugBank.d283.s9|40-45|CYP2A6|brand
DDI-DrugBank.d283.s9|83-88|CYP2C9|brand
DDI-DrugBank.d283.s9|93-103|therapeutic|brand
DDI-DrugBank.d283.s10|30-43|anticoagulants|group
DDI-DrugBank.d283.s10|88-98|prothrombin|drug
DDI-DrugBank.d283.s12|11-21|fenofibrate|drug
DDI-DrugBank.d283.s13|30-40|fenofibrate|drug
DDI-DrugBank.d283.s13|63-68|TRICOR|brand
DDI-DrugBank.d283.s13|76-86|pravastatin|drug
DDI-DrugBank.d283.s13|164-166|AUC|brand
DDI-DrugBank.d283.s13|179-189|pravastatin|drug
DDI-DrugBank.d283.s14|0-0|A|brand
DDI-DrugBank.d283.s14|17-27|pravastatin|drug
DDI-DrugBank.d283.s15|30-40|fenofibrate|drug
DDI-DrugBank.d283.s15|64-69|TRICOR|brand
DDI-DrugBank.d283.s15|77-88|atorvastatin|drug
DDI-DrugBank.d283.s15|205-216|atorvastatin|drug
DDI-DrugBank.d283.s15|218-220|AUC|brand
DDI-DrugBank.d283.s16|4-15|atorvastatin|drug
DDI-DrugBank.d283.s16|64-74|fenofibrate|drug
DDI-DrugBank.d283.s17|75-86|atorvastatin|drug
DDI-DrugBank.d459.s0|18-24|ENABLEX|brand
DDI-DrugBank.d459.s0|83-88|CYP3A4|brand
DDI-DrugBank.d459.s0|108-119|ketoconazole|drug
DDI-DrugBank.d459.s0|122-133|itraconazole|drug
DDI-DrugBank.d459.s0|136-144|ritonavir|drug
DDI-DrugBank.d459.s0|147-156|nelfinavir|drug
DDI-DrugBank.d459.s0|159-172|clarithromycin|drug
DDI-DrugBank.d459.s1|29-35|ENABLEX|brand
DDI-DrugBank.d459.s1|114-119|CYP2D6|brand
DDI-DrugBank.d459.s1|145-155|therapeutic|brand
DDI-DrugBank.d459.s1|173-182|flecainide|drug
DDI-DrugBank.d459.s1|185-196|thioridazine|drug
DDI-DrugBank.d459.s1|233-240|CLINICAL|brand
DDI-DrugBank.d459.s1|242-253|PHARMACOLOGY|brand
DDI-DrugBank.d459.s2|23-29|ENABLEX|brand
DDI-DrugBank.d459.s4|55-65|darifenacin|drug
DDI-DrugBank.d188.s0|29-35|HEXALEN|brand
DDI-DrugBank.d188.s0|64-66|MAO|brand
DDI-DrugBank.d188.s0|113-134|hypotension.Cimetidine|drug
DDI-DrugBank.d188.s0|191-201|altretamine|drug
DDI-DrugBank.d188.s1|32-38|HEXALEN|brand
DDI-DrugBank.d188.s1|44-52|cisplatin|drug
DDI-DrugBank.d188.s1|68-77|pyridoxine|drug
DDI-DrugBank.d188.s1|112-121|pyridoxine|drug
DDI-DrugBank.d188.s2|65-74|pyridoxine|drug
DDI-DrugBank.d188.s2|108-114|HEXALEN|brand
DDI-DrugBank.d563.s0|63-68|ETHYOL|brand
DDI-DrugBank.d277.s0|112-114|AED|brand
DDI-DrugBank.d277.s0|153-159|enzymes|group
DDI-DrugBank.d277.s1|0-8|Phenytoin|drug
DDI-DrugBank.d277.s1|11-23|phenobarbital|drug
DDI-DrugBank.d277.s1|29-41|carbamazepine|drug
DDI-DrugBank.d277.s2|14-23|gabapentin|drug
DDI-DrugBank.d277.s3|0-7|GABITRIL|brand
DDI-DrugBank.d277.s3|51-53|AED|brand
DDI-DrugBank.d277.s5|11-18|GABITRIL|brand
DDI-DrugBank.d277.s5|57-65|Phenytoin|drug
DDI-DrugBank.d277.s5|68-76|Tiagabine|drug
DDI-DrugBank.d277.s5|137-145|phenytoin|drug
DDI-DrugBank.d277.s6|0-12|Carbamazepine|drug
DDI-DrugBank.d277.s6|15-23|Tiagabine|drug
DDI-DrugBank.d277.s6|84-96|carbamazepine|drug
DDI-DrugBank.d277.s7|11-19|Tiagabine|drug
DDI-DrugBank.d277.s8|0-12|Phenobarbital|drug
DDI-DrugBank.d277.s8|17-25|Primidone|drug
DDI-DrugBank.d277.s8|109-117|tiagabine|drug
DDI-DrugBank.d277.s8|142-154|phenobarbital|drug
DDI-DrugBank.d277.s8|159-167|primidone|drug
DDI-DrugBank.d277.s9|16-24|tiagabine|drug
DDI-DrugBank.d277.s9|123-135|phenobarbital|drug
DDI-DrugBank.d277.s9|140-148|primidone|drug
DDI-DrugBank.d277.s10|46-53|GABITRIL|brand
DDI-DrugBank.d277.s10|57-69|Carbamazepine|drug
DDI-DrugBank.d277.s10|122-130|tiagabine|drug
DDI-DrugBank.d277.s10|176-188|carbamazepine|drug
DDI-DrugBank.d277.s11|0-8|Phenytoin|drug
DDI-DrugBank.d277.s11|61-69|tiagabine|drug
DDI-DrugBank.d277.s11|115-123|phenytoin|drug
DDI-DrugBank.d277.s12|0-12|Phenobarbital|drug
DDI-DrugBank.d277.s12|15-23|Primidone|drug
DDI-DrugBank.d277.s12|77-85|tiagabine|drug
DDI-DrugBank.d277.s12|131-143|phenobarbital|drug
DDI-DrugBank.d277.s12|146-154|primidone|drug
DDI-DrugBank.d277.s13|27-35|tiagabine|drug
DDI-DrugBank.d277.s13|95-103|tiagabine|drug
DDI-DrugBank.d277.s13|161-169|tiagabine|drug
DDI-DrugBank.d277.s13|271-279|tiagabine|drug
DDI-DrugBank.d277.s15|15-22|GABITRIL|brand
DDI-DrugBank.d277.s15|43-52|Cimetidine|drug
DDI-DrugBank.d277.s15|77-86|cimetidine|drug
DDI-DrugBank.d277.s15|120-128|tiagabine|drug
DDI-DrugBank.d277.s15|159-167|tiagabine|drug
DDI-DrugBank.d277.s16|0-11|Theophylline|drug
DDI-DrugBank.d277.s16|14-14|A|brand
DDI-DrugBank.d277.s16|37-45|tiagabine|drug
DDI-DrugBank.d277.s16|86-97|theophylline|drug
DDI-DrugBank.d277.s17|0-7|Warfarin|drug
DDI-DrugBank.d277.s17|137-145|tiagabine|drug
DDI-DrugBank.d277.s18|0-10|Prothrombin|drug
DDI-DrugBank.d277.s18|39-47|tiagabine|drug
DDI-DrugBank.d277.s19|0-6|Digoxin|drug
DDI-DrugBank.d277.s19|39-47|tiagabine|drug
DDI-DrugBank.d277.s19|101-107|digoxin|drug
DDI-DrugBank.d277.s19|134-138|serum|group
DDI-DrugBank.d277.s19|149-155|digoxin|drug
DDI-DrugBank.d277.s20|0-6|Ethanol|drug
DDI-DrugBank.d277.s20|11-19|Triazolam|drug
DDI-DrugBank.d277.s20|90-98|triazolam|drug
DDI-DrugBank.d277.s20|115-123|tiagabine|drug
DDI-DrugBank.d277.s21|24-30|ethanol|drug
DDI-DrugBank.d277.s21|85-93|tiagabine|drug
DDI-DrugBank.d277.s22|0-8|Tiagabine|drug
DDI-DrugBank.d277.s22|105-111|alcohol|brand
DDI-DrugBank.d277.s23|87-93|ethanol|drug
DDI-DrugBank.d277.s23|98-106|triazolam|drug
DDI-DrugBank.d277.s23|154-162|tiagabine|drug
DDI-DrugBank.d277.s24|53-61|tiagabine|drug
DDI-DrugBank.d277.s25|0-9|Antipyrine|drug
DDI-DrugBank.d277.s25|13-22|Antipyrine|drug
DDI-DrugBank.d277.s25|91-99|tiagabine|drug
DDI-DrugBank.d277.s26|20-28|tiagabine|drug
DDI-DrugBank.d277.s26|144-153|antipyrine|drug
DDI-DrugBank.d277.s27|15-22|GABITRIL|brand
DDI-DrugBank.d277.s27|83-91|tiagabine|drug
DDI-DrugBank.d277.s28|76-84|tiagabine|drug
DDI-DrugBank.d670.s0|14-19|INVEGA|brand
DDI-DrugBank.d670.s0|46-57|Paliperidone|drug
DDI-DrugBank.d670.s0|180-183|P450|drug
DDI-DrugBank.d670.s1|55-66|paliperidone|drug
DDI-DrugBank.d670.s1|149-152|P450|drug
DDI-DrugBank.d670.s1|174-179|CYP1A2|brand
DDI-DrugBank.d670.s1|182-187|CYP2A6|brand
DDI-DrugBank.d670.s1|190-200|CYP2C8/9/10|brand
DDI-DrugBank.d670.s1|203-208|CYP2D6|brand
DDI-DrugBank.d670.s1|211-216|CYP2E1|brand
DDI-DrugBank.d670.s1|219-224|CYP3A4|brand
DDI-DrugBank.d670.s1|231-236|CYP3A5|brand
DDI-DrugBank.d670.s2|11-22|paliperidone|drug
DDI-DrugBank.d670.s3|0-11|Paliperidone|drug
DDI-DrugBank.d670.s4|3-13|therapeutic|brand
DDI-DrugBank.d670.s4|31-42|paliperidone|drug
DDI-DrugBank.d670.s5|0-11|Paliperidone|drug
DDI-DrugBank.d670.s6|18-20|CNS|brand
DDI-DrugBank.d670.s6|33-44|paliperidone|drug
DDI-DrugBank.d670.s6|47-52|INVEGA|brand
DDI-DrugBank.d670.s6|138-144|alcohol|brand
DDI-DrugBank.d670.s7|0-11|Paliperidone|drug
DDI-DrugBank.d670.s7|42-49|levodopa|drug
DDI-DrugBank.d670.s7|61-68|dopamine|drug
DDI-DrugBank.d670.s8|103-108|INVEGA|brand
DDI-DrugBank.d670.s8|140-150|therapeutic|brand
DDI-DrugBank.d670.s9|36-41|INVEGA|brand
DDI-DrugBank.d670.s9|46-57|Paliperidone|drug
DDI-DrugBank.d670.s9|81-86|CYP1A2|brand
DDI-DrugBank.d670.s9|89-94|CYP2A6|brand
DDI-DrugBank.d670.s9|97-102|CYP2C9|brand
DDI-DrugBank.d670.s9|109-115|CYP2C19|brand
DDI-DrugBank.d670.s10|37-42|CYP2D6|brand
DDI-DrugBank.d670.s10|48-53|CYP3A4|brand
DDI-DrugBank.d670.s10|84-95|paliperidone|drug
DDI-DrugBank.d670.s10|231-234|body|brand
DDI-DrugBank.d156.s0|0-3|None|brand
DDI-DrugBank.d784.s0|23-32|oxybutynin|drug
DDI-DrugBank.d784.s2|47-57|therapeutic|brand
DDI-DrugBank.d784.s3|5-14|oxybutynin|drug
DDI-DrugBank.d784.s3|85-92|DITROPAN|brand
DDI-DrugBank.d784.s3|94-95|XL|brand
DDI-DrugBank.d784.s3|119-130|ketoconazole|drug
DDI-DrugBank.d784.s3|142-147|CYP3A4|brand
DDI-DrugBank.d784.s4|35-38|P450|drug
DDI-DrugBank.d784.s4|40-42|3A4|brand
DDI-DrugBank.d784.s4|93-104|itraconazole|drug
DDI-DrugBank.d784.s4|110-119|miconazole|drug
DDI-DrugBank.d784.s4|154-165|erythromycin|drug
DDI-DrugBank.d784.s4|171-184|clarithromycin|drug
DDI-DrugBank.d784.s4|198-207|oxybutynin|drug
DDI-DrugBank.d784.s4|257-259|AUC|brand
DDI-DrugBank.d784.s7|24-30|antacid|brand
DDI-DrugBank.d784.s7|42-48|antacid|brand
DDI-DrugBank.d784.s7|81-89|magnesium|drug
DDI-DrugBank.d784.s7|106-116|simethicone|drug
DDI-DrugBank.d784.s7|164-173|oxybutynin|drug
DDI-DrugBank.d717.s0|0-7|Mitotane|drug
DDI-DrugBank.d717.s0|59-66|warfarin|drug
DDI-DrugBank.d717.s0|175-182|warfarin|drug
DDI-DrugBank.d717.s1|123-130|Mitotane|drug
DDI-DrugBank.d717.s1|161-174|anticoagulants|group
DDI-DrugBank.d717.s2|13-20|Mitotane|drug
DDI-DrugBank.d403.s0|66-73|Mylotarg|brand
DDI-DrugBank.d403.s1|74-77|P450|drug
DDI-DrugBank.d403.s1|79-85|enzymes|group
DDI-DrugBank.d403.s3|0-7|Mylotarg|brand
DDI-DrugBank.d562.s0|26-37|theophylline|drug
DDI-DrugBank.d562.s0|87-96|quinolones|group
DDI-DrugBank.d562.s2|25-36|theophylline|drug
DDI-DrugBank.d562.s2|87-98|theophylline|drug
DDI-DrugBank.d562.s3|0-9|Quinolones|group
DDI-DrugBank.d562.s3|68-75|caffeine|drug
DDI-DrugBank.d562.s4|38-45|caffeine|drug
DDI-DrugBank.d562.s5|53-61|cinoxacin|drug
DDI-DrugBank.d562.s5|97-105|cinoxacin|drug
DDI-DrugBank.d562.s6|0-7|Antacids|group
DDI-DrugBank.d562.s6|12-21|sucralfate|drug
DDI-DrugBank.d562.s6|75-84|quinolones|group
DDI-DrugBank.d562.s7|36-45|quinolones|group
DDI-DrugBank.d562.s7|72-75|iron|drug
DDI-DrugBank.d562.s7|78-90|multivitamins|brand
DDI-DrugBank.d562.s7|103-106|zinc|drug
DDI-DrugBank.d562.s7|112-116|Videx|brand
DDI-DrugBank.d562.s7|119-128|didanosine|drug
DDI-DrugBank.d562.s7|190-197|solution|brand
DDI-DrugBank.d562.s8|0-9|Quinolones|group
DDI-DrugBank.d562.s8|22-30|cinoxacin|drug
DDI-DrugBank.d562.s8|65-78|anticoagulants|group
DDI-DrugBank.d562.s8|89-96|warfarin|drug
DDI-DrugBank.d562.s9|52-62|prothrombin|drug
DDI-DrugBank.d562.s10|71-83|antimicrobial|brand
DDI-DrugBank.d562.s10|129-136|fenbufen|drug
DDI-DrugBank.d562.s12|0-7|Fenbufen|drug
DDI-DrugBank.d562.s13|110-118|cinoxacin|drug
DDI-DrugBank.d562.s14|9-20|cyclosporine|drug
DDI-DrugBank.d562.s14|22-26|serum|group
DDI-DrugBank.d562.s14|82-91|quinolones|group
DDI-DrugBank.d562.s14|97-108|cyclosporine|drug
DDI-DrugBank.d510.s0|22-28|Robinul|brand
DDI-DrugBank.d510.s0|122-135|phenothiazines|group
DDI-DrugBank.d510.s1|30-36|Robinul|brand
DDI-DrugBank.d510.s1|52-60|potassium|drug
DDI-DrugBank.d510.s1|116-124|potassium|drug
DDI-DrugBank.d228.s0|14-20|Antizol|brand
DDI-DrugBank.d228.s0|41-47|alcohol|brand
DDI-DrugBank.d228.s0|124-130|ethanol|drug
DDI-DrugBank.d228.s1|11-17|ethanol|drug
DDI-DrugBank.d228.s1|56-62|Antizol|brand
DDI-DrugBank.d228.s1|94-97|same|drug
DDI-DrugBank.d228.s2|58-64|Antizol|brand
DDI-DrugBank.d228.s2|116-119|P450|drug
DDI-DrugBank.d228.s2|135-143|phenytoin|drug
DDI-DrugBank.d228.s2|146-158|carbamazepine|drug
DDI-DrugBank.d228.s2|161-170|cimetidine|drug
DDI-DrugBank.d228.s2|173-184|ketoconazole|drug
DDI-DrugBank.d303.s0|0-8|Metformin|drug
DDI-DrugBank.d303.s0|60-69|cephalexin|drug
DDI-DrugBank.d303.s0|75-83|metformin|drug
DDI-DrugBank.d303.s0|93-101|metformin|drug
DDI-DrugBank.d303.s0|117-119|AUC|brand
DDI-DrugBank.d303.s0|179-187|metformin|drug
DDI-DrugBank.d303.s1|53-62|cephalexin|drug
DDI-DrugBank.d303.s1|68-76|metformin|drug
DDI-DrugBank.d303.s2|103-112|cephalexin|drug
DDI-DrugBank.d303.s2|118-126|metformin|drug
DDI-DrugBank.d303.s2|184-194|transporter|drug
DDI-DrugBank.d303.s3|63-71|metformin|drug
DDI-DrugBank.d303.s3|121-130|cephalexin|drug
DDI-DrugBank.d303.s3|136-144|metformin|drug
DDI-DrugBank.d303.s4|0-9|Probenecid|drug
DDI-DrugBank.d303.s4|60-69|cephalexin|drug
DDI-DrugBank.d303.s4|87-96|probenecid|drug
DDI-DrugBank.d303.s5|69-74|Keflex|brand
DDI-DrugBank.d303.s5|107-113|glucose|group
DDI-DrugBank.d303.s6|53-61|solutions|group
DDI-DrugBank.d176.s0|0-8|Diuretics|group
DDI-DrugBank.d176.s0|23-31|diuretics|group
DDI-DrugBank.d176.s0|142-146|blood|group
DDI-DrugBank.d176.s0|190-199|fosinopril|drug
DDI-DrugBank.d176.s0|201-206|sodium|group
DDI-DrugBank.d176.s1|157-166|fosinopril|drug
DDI-DrugBank.d176.s1|168-173|sodium|group
DDI-DrugBank.d176.s2|158-162|blood|group
DDI-DrugBank.d176.s2|193-198|DOSAGE|brand
DDI-DrugBank.d176.s2|200-202|AND|brand
DDI-DrugBank.d176.s2|204-217|ADMINISTRATION|brand
DDI-DrugBank.d176.s3|0-8|Potassium|drug
DDI-DrugBank.d176.s3|10-20|Supplements|group
DDI-DrugBank.d176.s3|44-52|Diuretics|group
DDI-DrugBank.d176.s3|55-64|Fosinopril|drug
DDI-DrugBank.d176.s3|66-71|sodium|group
DDI-DrugBank.d176.s3|87-95|potassium|drug
DDI-DrugBank.d176.s3|121-129|diuretics|group
DDI-DrugBank.d176.s4|18-26|diuretics|group
DDI-DrugBank.d176.s4|29-42|spironolactone|drug
DDI-DrugBank.d176.s4|45-53|amiloride|drug
DDI-DrugBank.d176.s4|55-65|triamterene|drug
DDI-DrugBank.d176.s4|83-91|potassium|drug
DDI-DrugBank.d176.s4|93-103|supplements|group
DDI-DrugBank.d176.s5|111-115|serum|group
DDI-DrugBank.d176.s5|117-125|potassium|drug
DDI-DrugBank.d176.s6|0-6|Lithium|brand
DDI-DrugBank.d176.s6|19-23|serum|group
DDI-DrugBank.d176.s6|25-31|lithium|brand
DDI-DrugBank.d176.s6|56-62|lithium|brand
DDI-DrugBank.d176.s6|114-116|ACE|brand
DDI-DrugBank.d176.s6|149-155|lithium|brand
DDI-DrugBank.d176.s7|78-82|serum|group
DDI-DrugBank.d176.s7|84-90|lithium|brand
DDI-DrugBank.d176.s8|40-46|lithium|brand
DDI-DrugBank.d176.s9|0-7|Antacids|group
DDI-DrugBank.d176.s9|67-73|antacid|brand
DDI-DrugBank.d176.s9|96-104|magnesium|drug
DDI-DrugBank.d176.s9|121-131|simethicone|drug
DDI-DrugBank.d176.s9|139-148|fosinopril|drug
DDI-DrugBank.d176.s9|158-162|serum|group
DDI-DrugBank.d176.s9|196-207|fosinoprilat|drug
DDI-DrugBank.d176.s9|226-235|fosinopril|drug
DDI-DrugBank.d176.s9|273-280|antacids|group
DDI-DrugBank.d176.s9|307-316|fosinopril|drug
DDI-DrugBank.d176.s11|15-24|fosinopril|drug
DDI-DrugBank.d176.s11|26-31|sodium|group
DDI-DrugBank.d176.s11|86-89|food|group
DDI-DrugBank.d176.s12|77-90|chlorthalidone|drug
DDI-DrugBank.d176.s12|93-102|nifedipine|drug
DDI-DrugBank.d176.s12|117-135|hydrochlorothiazide|drug
DDI-DrugBank.d176.s12|138-147|cimetidine|drug
DDI-DrugBank.d176.s12|150-163|metoclopramide|drug
DDI-DrugBank.d176.s12|166-178|propantheline|drug
DDI-DrugBank.d176.s12|181-187|digoxin|drug
DDI-DrugBank.d176.s12|194-201|warfarin|drug
DDI-DrugBank.d176.s12|227-238|fosinoprilat|drug
DDI-DrugBank.d176.s12|279-288|fosinopril|drug
DDI-DrugBank.d176.s13|46-52|aspirin|brand
DDI-DrugBank.d176.s13|58-67|fosinopril|drug
DDI-DrugBank.d176.s13|69-74|sodium|group
DDI-DrugBank.d176.s13|108-119|fosinoprilat|drug
DDI-DrugBank.d176.s14|44-51|warfarin|drug
DDI-DrugBank.d176.s14|86-91|degree|brand
DDI-DrugBank.d176.s14|155-165|prothrombin|drug
DDI-DrugBank.d176.s14|176-183|warfarin|drug
DDI-DrugBank.d176.s15|33-42|Fosinopril|drug
DDI-DrugBank.d176.s15|81-85|serum|group
DDI-DrugBank.d176.s15|87-93|digoxin|drug
DDI-DrugBank.d176.s15|122-124|RIA|brand
DDI-DrugBank.d176.s15|134-140|Digoxin|drug
DDI-DrugBank.d176.s16|38-40|RIA|brand
DDI-DrugBank.d13.s0|67-75|Monoamine|drug
DDI-DrugBank.d13.s0|97-100|MAOI|brand
DDI-DrugBank.d13.s0|104-107|MAOI|brand
DDI-DrugBank.d13.s0|168-176|Arecoline|drug
DDI-DrugBank.d13.s0|194-200|Ethanol|drug
DDI-DrugBank.d13.s0|220-226|Ethanol|drug
DDI-DrugBank.d13.s0|243-245|CNS|brand
DDI-DrugBank.d334.s0|56-64|diuretics|group
DDI-DrugBank.d334.s0|192-196|blood|group
DDI-DrugBank.d334.s0|240-247|PRINIVIL|brand
DDI-DrugBank.d334.s1|44-51|PRINIVIL|brand
DDI-DrugBank.d334.s1|175-182|PRINIVIL|brand
DDI-DrugBank.d334.s2|67-74|PRINIVIL|brand
DDI-DrugBank.d334.s2|168-172|blood|group
DDI-DrugBank.d334.s3|63-70|PRINIVIL|brand
DDI-DrugBank.d334.s4|13-15|ACE|brand
